,ID,EPID,ELID,LOADID,DOI,title,year,journal,country,institution,laboratory,authors,Ltot,Lspan,Lcons,Lmeas,h,b,hc,thc,RH,Temp,pd,fcm,catfcm,tfcm,fctm,catfctm,tfctm,Ecm,catEcm,tEcm,mix,Es,fsr,fy,phi,zs,nbl,clat,phit,st,phiw,sw,type,method,fpk,fp01k,Ep,rel,fpr,npl,phip,Ap,zp,cplat,catf,epsin,catcal,selfw,typew,locw,epsc,Nrep,N,M,sigs,t0,t,PL,catp,t0p,tp,ncr,wm,wk,wmax,sm,smax,indLR,indNP,indtfcm,indtfctm,indtEcm,Ac,Astot,ts,sc,class_C,fcm28,Bcc,fck28,fcm_cube_150,fctm28,fctmfl28,fctmfl,fct095_28,fct095,fct095fl_28,fct095fl,Ecm28,phi_bc,phi_bc_prestress,phi_bc_prior_load,phi_dc,phi_dc_prestress,phi_dc_prior_load,phi_creep,phi_creep_prestress,phi_creep_prior_load,Ecm0,eps_cbs,eps_cbs_prestress,eps_cds,eps_cds_prestress,shrinkage,shrinkage_prestress,shrinkage_init,bondLR,bondPR,ae,ap,sxLR,ry,cy,ry0,rx,ryp,zstot,zstensinit,Astensinit,rhotot,rhotensinit,At,Aw,Aptot,zptot,zeta1,zeta,phi_peq,cog,Izz,Wb,Wt,rho,qself,Mself,ep,Mp,pre_loss,initstrain,fctmorg,W_Ib,Ncr095,Mcr095,CS,Ncr,Mcr,tau_bms,tau_max,xcinit,epsinit,dpsigs,xc,eps,epsbot,sigssimpl,zstottens,Astens,Actens,Aceff_MC2020,Aseff_MC2020,Apeff_MC2020,phi_eq_MC2020,rhoeff_MC2020,hceff_MC2020,Aceff_FPR,Aseff_FPR,Apeff_FPR,phi_eq_FPR,rhoeff_FPR,hceff_FPR,sigssr,r,p,k1,srtemp,srlower
22,6250,23,STN16,5,https://doi.org/10.26190/unsworks/23066,Tension Stiffening in Reinforced Concrete - Instantaneous and time-dependent behaviour,2010,0,Australia,University of New South Wales,heavy Structure Laboratory,Mark Han Qing Wu,1100.0,1100.0,600.0,600.0,100.0,100,[3],[32],65.0,[0],2,20.879157894736842,"[1,100x200,0]",[32],2.04,"[1,100x200,2]",[32],22162.558834093215,"[1,100x200,1]",[32],"[0,0,0,0,00.6,20,0,0,0]",204000.0,2,500.0,[16],[50],[1],[42],[0],[0],0.0,0.0,0,0,0.0,0.0,0.0,0,0,[0],[0],[0],[0],[0],2,1a,0,2,3,2,28.0,1,60.11751701909428,0.0,285.5914232336178,32,1,0.0,0,0,0,5,0.16,0.0,0.325,165.0,240.0,0,-1,0,0,0,10000.0,201.06192982974676,32,0.5,CN,20.215681292221202,1.0,12.215681292221202,25.15561192136969,2.000854044904731,3.3284446157506355,3.3284446157506355,2.6011102583761505,2.6011102583761505,4.326978000475826,4.326978000475826,22162.558834093215,0.0,2.5575567156481287,2.5575567156481287,0.0,4.172764124512616,4.172764124512616,0.0,6.730320840160745,6.730320840160745,22162.558834093215,-1.5118960763565885e-05,-1.5118960763565885e-05,-0.0,-0.0,-1.5118960763565885e-05,-1.5118960763565885e-05,-2.8e-05,1,0,9.204713297192999,0.0,100.0,50.0,42.0,50.0,50.0,0.0,50.0,0.0,0.0,0.020106192982974676,0.020106192982974676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,8333333.333333336,166666.66666666672,166666.66666666672,25.0,0.25,0.0,0.0,0.0,0.0,0.0,2.04,166666.66666666672,30.302038399593048,0.0,2,23.76529719803615,0.0,3.672,11.423429294310237,0.0,0.0,0.0,0.0,0.0,0.0,299.0,50.0,201.06192982974676,0.0,10000.0,201.06192982974676,0.0,16.0,0.020106192982974676,100.0,10000.0,201.06192982974676,0.0,16.0,0.020106192982974676,100.0,118.19889134735699,0.0,0.0,0.0,1000.0,110.52426603603843
30,6258,23,STS12,5,https://doi.org/10.26190/unsworks/23066,Tension Stiffening in Reinforced Concrete - Instantaneous and time-dependent behaviour,2010,0,Australia,University of New South Wales,heavy Structure Laboratory,Mark Han Qing Wu,1100.0,1100.0,600.0,600.0,100.0,100,"[3,6]","[32,25]",65.0,"[0,0]",2,23.94905263157895,"[1,100x200,0]",[57],2.15,"[1,100x200,2]",[57],20559.80509976145,"[1,100x200,1]",[57],"[0,0,0,0,00.6,20,0,0,0]",200000.0,2,500.0,[12],[50],[1],[44],[0],[0],0.0,0.0,0,0,0.0,0.0,0.0,0,0,[0],[0],[0],[0],[0],2,1a,0,2,3,2,249.0,1,29.970793915246627,0.0,247.59823510439526,57,1,0.0,0,0,0,5,0.195,0.0,0.35,178.0,245.0,0,-1,0,0,0,10000.0,113.09733552923255,32,0.5,CN,20.6221778018214,1.0,12.622177801821401,28.854280279010787,1.9654688853492603,3.269580979944811,3.269580979944811,2.5551095509540387,2.5551095509540387,4.250455273928255,4.250455273928255,20559.80509976145,0.0,2.6470867434110126,2.6470867434110126,0.0,4.36505945907674,4.36505945907674,0.0,7.012146202487752,7.012146202487752,20559.80509976145,-1.8046027243315293e-05,-1.8046027243315293e-05,-0.00026890652918011056,-0.00026890652918011056,-0.0002869525564234258,-0.0002869525564234258,-0.000249,1,0,9.72771867386625,0.0,100.0,50.0,44.0,50.0,50.0,0.0,50.0,0.0,0.0,0.011309733552923255,0.011309733552923255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.00000000000001,8333333.333333336,166666.66666666674,166666.6666666667,25.0,0.25,0.0,0.0,0.0,0.0,0.0,2.15,166666.66666666674,28.073197458442287,0.0,2,23.622225713615446,0.0,3.87,12.23444232269573,0.0,0.0,0.0,0.0,0.0,0.0,265.0,50.0,113.09733552923255,0.0,10000.0,113.09733552923255,0.0,12.0,0.011309733552923255,100.0,10000.0,113.09733552923255,0.0,12.0,0.011309733552923255,100.0,208.86633273079852,0.0,0.0,0.0,1000.0,147.36568804805123
39,6267,23,STS16,7,https://doi.org/10.26190/unsworks/23066,Tension Stiffening in Reinforced Concrete - Instantaneous and time-dependent behaviour,2010,0,Australia,University of New South Wales,heavy Structure Laboratory,Mark Han Qing Wu,1100.0,1100.0,600.0,600.0,100.0,100,"[3,6]","[32,25]",65.0,"[0,0]",2,23.94905263157895,"[1,100x200,0]",[57],2.15,"[1,100x200,2]",[57],20559.80509976145,"[1,100x200,1]",[57],"[0,0,0,0,00.6,20,0,0,0]",204000.0,2,500.0,[16],[50],[1],[42],[0],[0],0.0,0.0,0,0,0.0,0.0,0.0,0,0,[0],[0],[0],[0],[0],2,1a,0,2,3,2,249.0,1,50.06442052760694,0.0,236.22557355429873,57,1,0.0,0,0,0,6,0.167,0.0,0.325,125.0,145.0,0,-1,0,0,0,10000.0,201.06192982974676,32,0.5,CN,20.6221778018214,1.0,12.622177801821401,28.854280279010787,1.9654688853492603,3.269580979944811,3.269580979944811,2.5551095509540387,2.5551095509540387,4.250455273928255,4.250455273928255,20559.80509976145,0.0,2.6470867434110126,2.6470867434110126,0.0,4.36505945907674,4.36505945907674,0.0,7.012146202487752,7.012146202487752,20559.80509976145,-1.8046027243315293e-05,-1.8046027243315293e-05,-0.00026890652918011056,-0.00026890652918011056,-0.0002869525564234258,-0.0002869525564234258,-0.000249,1,0,9.922273047343575,0.0,100.0,50.0,42.0,50.0,50.0,0.0,50.0,0.0,0.0,0.020106192982974676,0.020106192982974676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.00000000000001,8333333.333333336,166666.66666666674,166666.6666666667,25.0,0.25,0.0,0.0,0.0,0.0,0.0,2.15,166666.66666666674,30.134781748693992,0.0,2,25.356948290338696,0.0,3.87,12.23444232269573,0.0,0.0,0.0,0.0,0.0,0.0,249.0,50.0,201.06192982974676,0.0,10000.0,201.06192982974676,0.0,16.0,0.020106192982974676,100.0,10000.0,201.06192982974676,0.0,16.0,0.020106192982974676,100.0,126.11511444165586,0.0,0.0,0.0,1000.0,110.52426603603843
46,6274,24,12-20-00,5,10.1002/suco.201200016,"Cracking of RC members revisited: influence of cover, ⌀/ρs,ef and stirrup spacing - an experimental and theoretical study",2013,Structural Concrete,Spain,Polytechnic University of Madrid,Structures Laboratory,"Alejandro Pérez Caldentey, Hugo Corres Peiretti, Joan Peset Iribarren, Alejandro Giraldo Soto",5220.0,3420.0,3420.0,3420.0,450.0,350,"[3,0]","[3,33]",65.0,[0],2,22.326999999999998,"2,150x150x150,1]","[7,28]",1.769666495625081,"[0,0,0]",[0],28100.577852505627,"[0,0,0]",[0],"[1,3,0,0,0.55,0,0,Plastifier MPOZZOLITH 472N,0]",200000.0,2,500.0,[12],[412],[4],[32],[0],[0],0.0,0.0,0,0,0.0,0.0,0.0,0,0,[0],[0],[0],[0],[0],1,2,1,2,2,1,124.0,1,0.0,63.66211875,279.17649411663376,28,1,0.0,0,0,0,18,0.254,0.0,0.449,191.7,0.0,0,-1,1,-1,-1,157500.0,452.3893421169302,3,0.3,CR,22.326999999999998,1.0,14.326999999999998,26.9,1.769666495625081,2.1793905094750547,2.1793905094750547,2.3005664443126053,2.3005664443126053,2.8332076623175713,2.8332076623175713,28100.577852505627,0.0,2.358423257134569,2.358423257134569,0.0,2.141746456197676,2.141746456197676,0.0,4.5001697133322445,4.5001697133322445,28100.577852505627,-1.500564400294928e-05,-1.500564400294928e-05,-0.00010007625780518377,-0.00010007625780518377,-0.00011508190180813306,-0.00011508190180813306,-0.000124,1,0,7.117291361400482,0.0,91.33333333333333,38.0,32.0,412.0,38.0,0.0,411.99999999999994,411.99999999999994,452.3893421169302,0.0031372353822255914,0.0031372353822255914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,228.22899931529452,2659454663.7610617,11991895.493775764,11652571.197085563,25.0,3.9375,-3.8378812500000006,0.0,0.0,0.0,0.0,1.769666495625081,12413320.920382932,0.0,35.16951594643593,2,0.0,27.053473804950713,3.185399692125146,11.81286375101313,78.35017667894722,0.00042818539882927265,0.0,98.92989198595046,0.0004410976918744262,0.001565312679741879,364.68069051956354,411.99999999999994,452.3893421169302,34625.46219508266,34300.0,452.3893421169302,0.0,12.0,0.013189193647723913,98.0,34300.0,452.3893421169302,0.0,12.0,0.013189193647723913,98.0,145.00105368871291,0.0,0.0,0.0,191.7,126.36607750120392
53,6281,24,12-20-00,2,10.1002/suco.201200016,"Cracking of RC members revisited: influence of cover, ⌀/ρs,ef and stirrup spacing - an experimental and theoretical study",2013,Structural Concrete,Spain,Polytechnic University of Madrid,Structures Laboratory,"Alejandro Pérez Caldentey, Hugo Corres Peiretti, Joan Peset Iribarren, Alejandro Giraldo Soto",5220.0,3420.0,3420.0,3420.0,450.0,350,"[3,0]","[3,33]",65.0,[0],2,22.326999999999998,"2,150x150x150,1]","[7,28]",1.769666495625081,"[0,0,0]",[0],28100.577852505627,"[0,0,0]",[0],"[1,3,0,0,0.55,0,0,Plastifier MPOZZOLITH 472N,0]",200000.0,2,500.0,[12],[412],[4],[32],[0],[0],0.0,0.0,0,0,0.0,0.0,0.0,0,0,[0],[0],[0],[0],[0],1,2,1,2,2,2,124.0,1,0.0,29.962118749999995,171.63434660551815,28,1,0.0,0,0,0,4,0.052,0.0,0.077,0.0,0.0,0,-1,1,-1,-1,157500.0,452.3893421169302,3,0.3,CR,22.326999999999998,1.0,14.326999999999998,26.9,1.769666495625081,2.1793905094750547,2.1793905094750547,2.3005664443126053,2.3005664443126053,2.8332076623175713,2.8332076623175713,28100.577852505627,0.0,2.358423257134569,2.358423257134569,0.0,2.141746456197676,2.141746456197676,0.0,4.5001697133322445,4.5001697133322445,28100.577852505627,-1.500564400294928e-05,-1.500564400294928e-05,-0.00010007625780518377,-0.00010007625780518377,-0.00011508190180813306,-0.00011508190180813306,-0.000124,1,0,7.117291361400482,0.0,91.33333333333333,38.0,32.0,412.0,38.0,0.0,411.99999999999994,411.99999999999994,452.3893421169302,0.0031372353822255914,0.0031372353822255914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,228.22899931529452,2659454663.7610617,11991895.493775764,11652571.197085563,25.0,3.9375,-3.8378812500000006,0.0,0.0,0.0,0.0,1.769666495625081,12413320.920382932,0.0,35.16951594643593,1,0.0,27.053473804950713,3.185399692125146,11.81286375101313,78.35017667894722,0.00020152238126285696,0.0,78.35017667894722,0.00020152238126285696,0.0009559105105592339,171.63434660551823,411.99999999999994,452.3893421169302,27422.56183763152,34300.0,452.3893421169302,0.0,12.0,0.013189193647723913,98.0,34300.0,452.3893421169302,0.0,12.0,0.013189193647723913,98.0,145.00105368871291,0.0,0.0,0.0,191.7,126.36607750120392
56,6284,24,12-20-00,5,10.1002/suco.201200016,"Cracking of RC members revisited: influence of cover, ⌀/ρs,ef and stirrup spacing - an experimental and theoretical study",2013,Structural Concrete,Spain,Polytechnic University of Madrid,Structures Laboratory,"Alejandro Pérez Caldentey, Hugo Corres Peiretti, Joan Peset Iribarren, Alejandro Giraldo Soto",5220.0,3420.0,3420.0,3420.0,450.0,350,"[3,0]","[3,33]",65.0,[0],2,22.326999999999998,"2,150x150x150,1]","[7,28]",1.769666495625081,"[0,0,0]",[0],28100.577852505627,"[0,0,0]",[0],"[1,3,0,0,0.55,0,0,Plastifier MPOZZOLITH 472N,0]",200000.0,2,500.0,[12],[412],[4],[32],[0],[0],0.0,0.0,0,0,0.0,0.0,0.0,0,0,[0],[0],[0],[0],[0],1,2,1,2,2,2,124.0,1,0.0,63.66211875,264.6347679567668,28,1,0.0,0,0,0,18,0.243,0.0,0.41,0.0,0.0,0,-1,1,-1,-1,157500.0,452.3893421169302,3,0.3,CR,22.326999999999998,1.0,14.326999999999998,26.9,1.769666495625081,2.1793905094750547,2.1793905094750547,2.3005664443126053,2.3005664443126053,2.8332076623175713,2.8332076623175713,28100.577852505627,0.0,2.358423257134569,2.358423257134569,0.0,2.141746456197676,2.141746456197676,0.0,4.5001697133322445,4.5001697133322445,28100.577852505627,-1.500564400294928e-05,-1.500564400294928e-05,-0.00010007625780518377,-0.00010007625780518377,-0.00011508190180813306,-0.00011508190180813306,-0.000124,1,0,7.117291361400482,0.0,91.33333333333333,38.0,32.0,412.0,38.0,0.0,411.99999999999994,411.99999999999994,452.3893421169302,0.0031372353822255914,0.0031372353822255914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,228.22899931529452,2659454663.7610617,11991895.493775764,11652571.197085563,25.0,3.9375,-3.8378812500000006,0.0,0.0,0.0,0.0,1.769666495625081,12413320.920382932,0.0,35.16951594643593,2,0.0,27.053473804950713,3.185399692125146,11.81286375101313,78.35017667894722,0.00042818539882927265,0.0,101.1476252964887,0.0004305448587170134,0.0014849245935290574,364.68069051956354,411.99999999999994,452.3893421169302,35401.668853771036,34300.0,452.3893421169302,0.0,12.0,0.013189193647723913,98.0,34300.0,452.3893421169302,0.0,12.0,0.013189193647723913,98.0,145.00105368871291,0.0,0.0,0.0,191.7,126.36607750120392
64,6330,24,12-70-00,3,10.1002/suco.201200016,"Cracking of RC members revisited: influence of cover, ⌀/ρs,ef and stirrup spacing - an experimental and theoretical study",2013,Structural Concrete,Spain,Polytechnic University of Madrid,Structures Laboratory,"Alejandro Pérez Caldentey, Hugo Corres Peiretti, Joan Peset Iribarren, Alejandro Giraldo Soto",5220.0,3420.0,3420.0,3420.0,450.0,350,"[3,0]","[3,123]",65.0,[0],2,22.326999999999998,"2,150x150x150,1]","[7,28]",1.769666495625081,"[0,0,0]",[0],28100.577852505627,"[0,0,0]",[0],"[1,3,0,0,0.55,0,0,Plastifier MPOZZOLITH 472N,0]",200000.0,2,500.0,[12],[362],[4],[82],[0],[0],0.0,0.0,0,0,0.0,0.0,0.0,0,0,[0],[0],[0],[0],[0],1,2,1,2,2,1,100.0,1,0.0,41.16211875,204.24896633551054,28,1,0.0,0,0,0,9,0.306,0.0,0.408,0.0,0.0,0,-1,1,-1,-1,157500.0,452.3893421169302,3,0.3,CR,22.326999999999998,1.0,14.326999999999998,26.9,1.769666495625081,2.1793905094750547,2.1793905094750547,2.3005664443126053,2.3005664443126053,2.8332076623175713,2.8332076623175713,28100.577852505627,0.0,2.358423257134569,2.358423257134569,0.0,2.141746456197676,2.141746456197676,0.0,4.5001697133322445,4.5001697133322445,28100.577852505627,-1.500564400294928e-05,-1.500564400294928e-05,-0.00010007625780518377,-0.00010007625780518377,-0.00011508190180813306,-0.00011508190180813306,-9.999999999999999e-05,1,0,7.117291361400482,0.0,58.0,88.0,82.0,362.0,88.0,0.0,362.0,362.0,452.3893421169302,0.0035705551864003964,0.0035705551864003964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,227.36563051441365,2658693902.7175884,11941974.228241142,11693473.181070974,25.0,3.9375,-3.8378812500000006,0.0,0.0,0.0,0.0,1.769666495625081,12167289.797544647,0.0,34.472458684041904,2,0.0,26.517275910801462,3.185399692125146,11.81286375101313,72.928483223998,0.0003398821762723977,0.0,91.38994484548859,0.00034489298184970215,0.0013533446316510288,269.4427523425032,362.0,452.3893421169302,31986.480695921,42000.0,452.3893421169302,0.0,12.0,0.010771174812307861,120.0,42000.0,452.3893421169302,0.0,12.0,0.010771174812307861,120.0,175.12208163457262,0.0,0.0,0.0,1000.0,154.7339724504538
68,6334,24,12-70-00,3,10.1002/suco.201200016,"Cracking of RC members revisited: influence of cover, ⌀/ρs,ef and stirrup spacing - an experimental and theoretical study",2013,Structural Concrete,Spain,Polytechnic University of Madrid,Structures Laboratory,"Alejandro Pérez Caldentey, Hugo Corres Peiretti, Joan Peset Iribarren, Alejandro Giraldo Soto",5220.0,3420.0,3420.0,3420.0,450.0,350,"[3,0]","[3,123]",65.0,[0],2,22.326999999999998,"2,150x150x150,1]","[7,28]",1.769666495625081,"[0,0,0]",[0],28100.577852505627,"[0,0,0]",[0],"[1,3,0,0,0.55,0,0,Plastifier MPOZZOLITH 472N,0]",200000.0,2,500.0,[12],[362],[4],[82],[0],[0],0.0,0.0,0,0,0.0,0.0,0.0,0,0,[0],[0],[0],[0],[0],1,2,1,2,2,2,100.0,1,0.0,41.16211875,196.73119283104023,28,1,0.0,0,0,0,9,0.381,0.0,0.478,0.0,0.0,0,-1,1,-1,-1,157500.0,452.3893421169302,3,0.3,CR,22.326999999999998,1.0,14.326999999999998,26.9,1.769666495625081,2.1793905094750547,2.1793905094750547,2.3005664443126053,2.3005664443126053,2.8332076623175713,2.8332076623175713,28100.577852505627,0.0,2.358423257134569,2.358423257134569,0.0,2.141746456197676,2.141746456197676,0.0,4.5001697133322445,4.5001697133322445,28100.577852505627,-1.500564400294928e-05,-1.500564400294928e-05,-0.00010007625780518377,-0.00010007625780518377,-0.00011508190180813306,-0.00011508190180813306,-9.999999999999999e-05,1,0,7.117291361400482,0.0,58.0,88.0,82.0,362.0,88.0,0.0,362.0,362.0,452.3893421169302,0.0035705551864003964,0.0035705551864003964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,227.36563051441365,2658693902.7175884,11941974.228241142,11693473.181070974,25.0,3.9375,-3.8378812500000006,0.0,0.0,0.0,0.0,1.769666495625081,12167289.797544647,0.0,34.472458684041904,2,0.0,26.517275910801462,3.185399692125146,11.81286375101313,72.928483223998,0.0003398821762723977,0.0,92.7191417795064,0.00033869372448331757,0.0013051111370839018,269.4427523425032,362.0,452.3893421169302,32451.69962282724,42000.0,452.3893421169302,0.0,12.0,0.010771174812307861,120.0,42000.0,452.3893421169302,0.0,12.0,0.010771174812307861,120.0,175.12208163457262,0.0,0.0,0.0,1000.0,154.7339724504538
80,6374,24,25-20-00,11,10.1002/suco.201200016,"Cracking of RC members revisited: influence of cover, ⌀/ρs,ef and stirrup spacing - an experimental and theoretical study",2013,Structural Concrete,Spain,Polytechnic University of Madrid,Structures Laboratory,"Alejandro Pérez Caldentey, Hugo Corres Peiretti, Joan Peset Iribarren, Alejandro Giraldo Soto",5220.0,3420.0,3420.0,3420.0,450.0,350,"[3,0]","[3,43]",65.0,[0],2,22.326999999999998,"2,150x150x150,1]","[7,28]",1.769666495625081,"[0,0,0]",[0],28100.577852505627,"[0,0,0]",[0],"[1,3,0,0,0.55,0,0,Plastifier MPOZZOLITH 472N,0]",200000.0,2,500.0,[25],[405.5],[4],[32],[0],[0],0.0,0.0,0,0,0.0,0.0,0.0,0,0,[0],[0],[0],[0],[0],1,2,1,2,2,1,168.0,1,0.0,131.16211875,155.75864316655998,28,1,0.0,0,0,0,26,0.144,0.0,0.25,130.8,0.0,0,-1,1,-1,-1,157500.0,1963.4954084936207,3,0.3,CR,22.326999999999998,1.0,14.326999999999998,26.9,1.769666495625081,2.1793905094750547,2.1793905094750547,2.3005664443126053,2.3005664443126053,2.8332076623175713,2.8332076623175713,28100.577852505627,0.0,2.358423257134569,2.358423257134569,0.0,2.141746456197676,2.141746456197676,0.0,4.5001697133322445,4.5001697133322445,28100.577852505627,-1.500564400294928e-05,-1.500564400294928e-05,-0.00010007625780518377,-0.00010007625780518377,-0.00011508190180813306,-0.00011508190180813306,-0.000168,1,0,7.117291361400482,0.0,87.0,44.5,32.0,405.5,44.5,0.0,405.5,405.5,1963.4954084936207,0.013834739534920704,0.013834739534920704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,237.7899155146072,2683576655.3721485,12645848.861894539,11285493.96034963,25.0,3.9375,-3.8378812500000006,0.0,0.0,0.0,0.0,1.769666495625081,14237842.739720805,0.0,40.338765145049585,2,0.0,31.029819342345835,3.185399692125146,11.81286375101313,144.39727443564362,0.0005168695920229223,0.0,166.45826046649913,0.0005423176898880899,0.000923773327558027,186.92327783329517,405.5,1963.4954084936207,58260.391163274704,54512.5,1963.4954084936207,0.0,25.0,0.03601917740873416,155.75,54512.5,1963.4954084936207,0.0,25.0,0.03601917740873416,155.75,59.95679573131921,0.0,0.0,0.0,126.3,96.39926483663271
81,6375,24,25-20-00,12,10.1002/suco.201200016,"Cracking of RC members revisited: influence of cover, ⌀/ρs,ef and stirrup spacing - an experimental and theoretical study",2013,Structural Concrete,Spain,Polytechnic University of Madrid,Structures Laboratory,"Alejandro Pérez Caldentey, Hugo Corres Peiretti, Joan Peset Iribarren, Alejandro Giraldo Soto",5220.0,3420.0,3420.0,3420.0,450.0,350,"[3,0]","[3,43]",65.0,[0],2,22.326999999999998,"2,150x150x150,1]","[7,28]",1.769666495625081,"[0,0,0]",[0],28100.577852505627,"[0,0,0]",[0],"[1,3,0,0,0.55,0,0,Plastifier MPOZZOLITH 472N,0]",200000.0,2,500.0,[25],[405.5],[4],[32],[0],[0],0.0,0.0,0,0,0.0,0.0,0.0,0,0,[0],[0],[0],[0],[0],1,2,1,2,2,1,168.0,1,0.0,191.16211875,253.56806389523254,28,1,0.0,0,0,0,27,0.211,0.0,0.363,126.3,0.0,0,-1,1,-1,-1,157500.0,1963.4954084936207,3,0.3,CR,22.326999999999998,1.0,14.326999999999998,26.9,1.769666495625081,2.1793905094750547,2.1793905094750547,2.3005664443126053,2.3005664443126053,2.8332076623175713,2.8332076623175713,28100.577852505627,0.0,2.358423257134569,2.358423257134569,0.0,2.141746456197676,2.141746456197676,0.0,4.5001697133322445,4.5001697133322445,28100.577852505627,-1.500564400294928e-05,-1.500564400294928e-05,-0.00010007625780518377,-0.00010007625780518377,-0.00011508190180813306,-0.00011508190180813306,-0.000168,1,0,7.117291361400482,0.0,87.0,44.5,32.0,405.5,44.5,0.0,405.5,405.5,1963.4954084936207,0.013834739534920704,0.013834739534920704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,237.7899155146072,2683576655.3721485,12645848.861894539,11285493.96034963,25.0,3.9375,-3.8378812500000006,0.0,0.0,0.0,0.0,1.769666495625081,14237842.739720805,0.0,40.338765145049585,2,0.0,31.029819342345835,3.185399692125146,11.81286375101313,144.39727443564362,0.0007533111486013558,0.0,166.29481533362437,0.0008813992560147393,0.0015037001495855219,272.43117277188406,405.5,1963.4954084936207,58203.18536676852,54512.5,1963.4954084936207,0.0,25.0,0.03601917740873416,155.75,54512.5,1963.4954084936207,0.0,25.0,0.03601917740873416,155.75,59.95679573131921,0.0,0.0,0.0,126.3,96.39926483663271
95,6389,24,25-20-00,11,10.1002/suco.201200016,"Cracking of RC members revisited: influence of cover, ⌀/ρs,ef and stirrup spacing - an experimental and theoretical study",2013,Structural Concrete,Spain,Polytechnic University of Madrid,Structures Laboratory,"Alejandro Pérez Caldentey, Hugo Corres Peiretti, Joan Peset Iribarren, Alejandro Giraldo Soto",5220.0,3420.0,3420.0,3420.0,450.0,350,"[3,0]","[3,43]",65.0,[0],2,22.326999999999998,"2,150x150x150,1]","[7,28]",1.769666495625081,"[0,0,0]",[0],28100.577852505627,"[0,0,0]",[0],"[1,3,0,0,0.55,0,0,Plastifier MPOZZOLITH 472N,0]",200000.0,2,500.0,[25],[405.5],[4],[32],[0],[0],0.0,0.0,0,0,0.0,0.0,0.0,0,0,[0],[0],[0],[0],[0],1,2,1,2,2,2,168.0,1,0.0,131.16211875,152.18818479963585,28,1,0.0,0,0,0,26,0.148,0.0,0.287,0.0,0.0,0,-1,1,-1,-1,157500.0,1963.4954084936207,3,0.3,CR,22.326999999999998,1.0,14.326999999999998,26.9,1.769666495625081,2.1793905094750547,2.1793905094750547,2.3005664443126053,2.3005664443126053,2.8332076623175713,2.8332076623175713,28100.577852505627,0.0,2.358423257134569,2.358423257134569,0.0,2.141746456197676,2.141746456197676,0.0,4.5001697133322445,4.5001697133322445,28100.577852505627,-1.500564400294928e-05,-1.500564400294928e-05,-0.00010007625780518377,-0.00010007625780518377,-0.00011508190180813306,-0.00011508190180813306,-0.000168,1,0,7.117291361400482,0.0,87.0,44.5,32.0,405.5,44.5,0.0,405.5,405.5,1963.4954084936207,0.013834739534920704,0.013834739534920704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,237.7899155146072,2683576655.3721485,12645848.861894539,11285493.96034963,25.0,3.9375,-3.8378812500000006,0.0,0.0,0.0,0.0,1.769666495625081,14237842.739720805,0.0,40.338765145049585,2,0.0,31.029819342345835,3.185399692125146,11.81286375101313,144.39727443564362,0.0005168695920229223,0.0,167.53482570847208,0.0005357258912192741,0.0009032385153105755,186.92327783329517,405.5,1963.4954084936207,58637.18899796524,54512.5,1963.4954084936207,0.0,25.0,0.03601917740873416,155.75,54512.5,1963.4954084936207,0.0,25.0,0.03601917740873416,155.75,59.95679573131921,0.0,0.0,0.0,126.3,96.39926483663271
